Date,Close,High,Low,Open,Volume
2020-11-16,88.09391021728516,89.10245712996237,87.46325773434673,87.60279824360163,25468000
2020-11-17,87.47965240478516,88.2483527483011,87.37189796826333,87.7875265532104,21314000
2020-11-18,86.43583679199219,87.64549591153437,86.33304539342467,87.23035989909762,20108000
2020-11-19,87.32620239257812,87.57051951755538,85.90848264103154,86.06788281961194,20106000
2020-11-20,86.22430419921875,87.81235033915841,86.15577659553901,87.49652779946634,27694000
2020-11-23,85.78632354736328,86.70151257860655,84.92328035546011,86.4149908162109,22530000
2020-11-24,87.59088134765625,87.71899554089296,85.44716597999957,85.78334829165836,27984000
2020-11-25,87.602294921875,87.91265434022236,86.81919809848146,87.78504024540288,19600000
2020-11-27,88.73896026611328,89.23504284568759,87.62265891076838,87.62265891076838,14790000
2020-11-30,87.11912536621094,88.40723809758074,86.79336923358123,88.17434731574909,32418000
2020-12-01,89.15310668945312,90.46207946719032,87.5476785104843,87.72793854870284,37350000
2020-12-02,90.62345123291016,91.00929403600527,88.64708471431886,89.15309328101881,29424000
2020-12-03,90.46803283691406,91.55999635366734,90.2276861454191,90.40347565496144,24728000
2020-12-04,90.56338500976562,90.8484140892729,90.05836139867917,90.38759548256864,20544000
2020-12-07,90.22917938232422,90.83797937404678,89.53446984443129,90.15568118177275,22288000
2020-12-08,89.94612884521484,90.17654191763987,88.95050099478975,89.80659591980766,19936000
2020-12-09,88.28408813476562,90.79229370200468,87.49652084591008,89.8979570205451,31728000
2020-12-10,87.77709197998047,88.14157486879887,86.08277656751567,87.5263191448489,28688000
2020-12-11,88.13214111328125,88.25678497137464,87.03669966329481,87.39721213285257,18628000
2020-12-14,87.01287078857422,88.87701269456065,86.85744101840123,87.92955258039055,33050000
2020-12-15,87.45083618164062,87.59583221082491,86.48698689796659,87.39024942111818,21352000
2020-12-16,87.25767517089844,87.84959334388638,86.8539654427043,87.84959334388638,24676000
2020-12-17,86.42938232421875,87.73041412035337,85.96459334657283,87.59236631572465,34880000
2020-12-18,85.71977996826172,86.81919943152793,85.16262570212646,86.71045239928884,85256000
2020-12-21,86.13391876220703,86.25508471112633,84.11981047967087,84.87112877315111,33974000
2020-12-22,85.42183685302734,86.03709256654695,84.70478234258736,85.87421449147438,20370000
