Date,Close,High,Low,Open,Volume
2020-11-16,117.10633087158203,117.7780080013021,115.01340665149156,115.76296175843655,91183000
2020-11-17,116.22047424316406,117.46649204968942,115.80188944001708,116.3762301824057,74271000
2020-11-18,114.8965835571289,116.63906421361688,114.86738117394037,115.46118772161485,76322100
2020-11-19,115.49037170410156,115.89921985730518,113.70895234490581,114.46824389424141,74113000
2020-11-20,114.22490692138672,115.61694422200075,114.176238754997,115.49039807716413,73604300
2020-11-23,110.82752990722656,114.49744880802926,110.73018617398223,114.06912746953326,127959300
2020-11-24,112.11248779296875,112.77443558427984,109.60097934121339,110.88594337156803,113874200
2020-11-25,112.94966125488281,113.65054804999696,112.11249174147993,112.48240834270746,76499200
2020-11-27,113.49480438232422,114.3709129708123,113.1346317708944,113.47533860340312,46691300
2020-11-30,115.88951110839844,117.75853793262587,113.70897238661402,113.86472833539251,169410200
2020-12-01,119.46208190917969,120.19217122258144,116.82402674797702,117.79747916584601,127728200
2020-12-02,119.8125228881836,120.0948249747314,117.68065976068435,118.78065829638932,89004200
2020-12-03,119.67623138427734,120.49392777356492,118.96560791819012,120.24082808918226,78967600
2020-12-04,119.00454711914062,119.59835363347426,118.29392365175957,119.34525394863078,78260400
2020-12-07,120.46472930908203,121.26295994561156,119.00455077200225,119.06295553689276,86712000
2020-12-08,121.07798767089844,121.66206495991713,119.82223338247024,121.06825849577237,82225500
2020-12-09,118.54701232910156,122.60630637821869,117.78772077192583,121.22400598300898,115089200
2020-12-10,119.96826171875,120.58154143292921,116.96029761781081,117.30100444410381,81312200
2020-12-11,119.16031646728516,119.50102333511974,117.34969433896117,119.17978224822454,86939800
2020-12-14,118.54701232910156,120.0753320453492,118.31338587155162,119.34524286701082,79184500
2020-12-15,124.48507690429688,124.50455010924838,120.83463079530905,121.03905488619017,157243700
2020-12-16,124.41694641113281,124.96207736777791,123.20013093515553,124.0275714003019,98208600
2020-12-17,125.28333282470703,126.13997577136618,124.64085061471266,125.4780203524824,94359800
2020-12-18,123.2974853515625,125.67271159961813,122.77182016091811,125.53642885687911,192541500
2020-12-21,124.82579803466797,124.90367600970008,120.17269671586064,121.70101669831642,121251600
2020-12-22,128.37887573242188,130.8417085111979,126.20806671895433,128.11603948994306,168904800
2020-12-23,127.48332214355469,128.91428338608608,127.30809300233021,128.65146195480474,88223700
2020-12-24,128.46649169921875,129.91694086606563,127.61959301416368,127.83375369258947,54930100
2020-12-28,133.0612030029297,133.6939410837403,129.96561683148184,130.43288465030292,124486200
2020-12-29,131.28952026367188,135.10545188425303,130.7735916806408,134.38510661556313,121047300
2020-12-30,130.1700439453125,132.37978484573765,129.85853207666074,131.98066583416636,96452100
2020-12-31,129.16737365722656,131.16295362039511,128.22312384324488,130.52047160916396,99116600
2021-01-04,125.97447967529297,130.0629768178639,123.39482930890424,129.97536966603926,143301900
2021-01-05,127.53197479248047,128.24260563447913,125.020466187956,125.46826076163048,97664900
2021-01-06,123.23905944824219,127.57092663069263,123.02489875437408,124.32932869572905,155088000
2021-01-07,127.44435119628906,128.13550874486347,124.46559005229668,124.95231611775166,109578200
2021-01-08,128.5443878173828,129.10899197173987,126.77269738263777,128.91428961570313,105158200
2021-01-11,125.55587768554688,126.7142883378028,125.08862472498865,125.76030921099948,100384500
2021-01-12,125.38065338134766,126.24702529391881,123.4921536305582,125.08861473418492,91951100
2021-01-13,127.4151840209961,127.9603149883141,125.07890420286044,125.34172565614995,88636800
2021-01-14,125.48775482177734,127.52226681135943,125.34172804679318,127.32757929841898,90221800
2021-01-15,123.76473236083984,126.76296740977297,123.62844962469308,125.36119363586094,111598500
2021-01-19,124.43640899658203,125.2930517717372,123.5700370457831,124.3877334109567,90757300
2021-01-20,128.52488708496094,128.9726816127556,125.13727773804456,125.24435806944973,104319500
2021-01-21,133.2364044189453,135.9620736838479,130.04348223408022,130.24791374177147,120150900
2021-01-22,135.37803649902344,136.1373282057296,131.43555118884584,132.66209590266996,114459400
2021-01-25,139.12582397460938,141.23821403300437,132.91519251886263,139.2718507560153,157611700
2021-01-26,139.35943603515625,140.4691710725819,137.61694808504978,139.78775742744395,98390600
2021-01-27,138.28863525390625,140.46917381461645,136.6824448551771,139.6222601892596,140843800
2021-01-28,133.45053100585938,138.2204547141736,133.07088532031813,135.81602708784615,142621100
